"vehicle_id","vehicle_brand","vehicle_model","vehicle_type","manufacturing_year","battery_manufacturer","battery_chemistry","battery_capacity_kwh","drive_type","odometer_km","vehicle_age_years","fleet_or_private","battery_serial","cycle_count","battery_health_percent","state_of_charge","depth_of_discharge","state_of_health","cell_voltage_avg","cell_voltage_std","pack_voltage","cell_temperature_avg","cell_temperature_max","internal_resistance","charge_efficiency","discharge_efficiency","remaining_capacity","capacity_loss_percent","charging_cycles_last_month","fast_charge_ratio","slow_charge_ratio","average_charge_power_kw","average_charging_time","overnight_charging_ratio","home_charging_ratio","charging_interruptions","overcharge_events","average_speed","average_trip_distance","aggressive_acceleration_score","hard_braking_score","regenerative_braking_usage","highway_driving_ratio","city_driving_ratio","daily_distance","average_ambient_temperature","maximum_temperature","minimum_temperature","humidity","altitude","terrain_type","dust_exposure","last_service_days","cooling_system_health","firmware_updates","previous_faults","maintenance_score","thermal_runaway_risk","voltage_imbalance","temperature_variance","sensor_fault_count","bms_warning_count","abnormal_voltage_events","battery_stress_index","aging_score","thermal_health_score","charging_quality_score","driving_stress_score","predicted_remaining_life_cycles","battery_failure"
"EV105023","Honda","e:N1","Truck","2022","Northvolt","NMC","134.13","FWD","170780.5","3.85","Private","BAT-10005023","1107","87.92","41.69","20.14","86.45",,"0.0426","363.69","30.96","47.43","0.329","96.45","96.4","117.93","12.08","26",,"0.83","12.17","600","0.13","0.16","1","0","15.02","20.27","89.08","32.3","79.25","0.43","0.82","19.39","19.14",,"5.94","13.27","1052.53","Hilly","0.92","501.3","96.34","17","2","75.82","24.1","63","28.29","1","4","0",,"35.91","73.41","91.96","38.07","9663","0"
"EV101091","Lucid",,"Hatchback","2017","Envision AESC","LFP","117.33","RWD","257410","8.99","Private","BAT-10001091","1707","68.12","27.41","67.85","68.63","3.49","0.0223","310.61","22.05","35.3","0.736","95.1","93.38","79.93","31.88","8","0.15","0.62",,"79.79","0.4","0.23","2","1","21","83.39","35.12","24.77","43.15",,"0.79","105.57","40.26","49.8","20.87","21.73","666.16","Desert","32.41","1388.4","83.97","6","2","37.09","15.75","34.83","0","0","0","0",,"87.06","81.46","84.78","34.69","6716","0"
"EV111403","Kia","EV6","Sedan","2015","BYD Battery","NMC","105.76","AWD","192872.8","11.36","Private","BAT-10011403","1893","84.18","44.11","62.53","83.61","3.53","0.0274","328.29","34.91","41.51","0.486","96.71","94.38","89.03","15.82","16","0.44","0.55","31.11","305.09","0.34","0.49","1","1","55.54","119.47","98.28","36.59","90.17","1","0.09","201.68",,"66.5","32.95","20.11","1236.46","Hilly","62.26","1339.1","69.34","11","0","39.16","16.53","39","0","0",,"0","44.64","98.89","80.28","80.59","65.87","7216","0"
"EV100958","Ford","Mustang Mach-E","Van","2024","Envision AESC","LTO","37.72","FWD","75794.9","2.18","Fleet","BAT-10000958","529","91.75","94.47","47.76","92.78","3.692","0.0072","369.2",,"32.45","0.301","97.35","97.43","34.61","8.25","6","0.43","0.41","42.8","69.8","0",,"1","1","11.36","128.15","66.46","60.09","19.96","0.34","0.56","129.25","21.94","40.96","17.9","91.93","1967.09","Coastal","77.73","1092.3","93.29","0","1",,"13.77","12.1","10.51","0","0","1","28.37","22.83","88.28","90.51","56.57","10379","0"
"EV111873","Tata","Tiago EV","SUV","2021","Panasonic","LMO","123.17","FWD","87343.8","4.87","Private","BAT-10011873","908","83.52","46.59","36.93","84.46","3.763","0.0074","334.91","17.37","38.17","0.456","95.98","96.52","102.87","16.48","39","0.3","0.59","11.66","600","0.73","0.88","1","1","82.59","30.06","52.34","51.08","88.94","0.03","0.32","22.18","46.07",,"33.69","86.75","1845.81","Flat","51.95","755.9","84.25","12","0","74.13","3.44","10.64","0","0","0","0","33.2","46.48","95.21","93.89","19.69","9210","0"
"EV116796","Mercedes-Benz","EQE","Hatchback","2017","Northvolt","NMC","101.93","RWD","343454.5","8.33","Private","BAT-10016796","2446","80.41","29.04","54.25","80.09","3.737","0.0323","310.17","26.43","32.23","0.396","95.73","95.34","81.96","19.59","6","0.39","0.51",,"430.54",,"0.51","1","0","116.92","92.03","22.6","36.93","41.74","0.83","0.96","76.8","42.52","53.84","29.73","86.88","33.33","Mountainous","65.85","460.1","84.94","30","2","68.47","6.68","49.38","0","1","0","0","26.91","89.53","94.84","87.74","37.49","6679","0"
"EV111261","Mercedes-Benz","EQA","Crossover","2022",,"NMC","53.8","AWD","123316.1","3.93","Fleet","BAT-10011261","1058","84.49","19.08","66.58",,"3.331","0.0074","233.17","35.88","52.75","0.431","96.28","94.27","45.46","15.51","11","0.09","0.72","35.48","134.91","0.65","0.9","0","1","45.41","30.47","45.79","60.6","34.3","0.07","0.75","21.95","-0.86","5.29","-7.39","45.34","1656.74","Coastal",,"379.6","95.01","9","2","83.39","30.99","14.86","32.94","1","1","2","56.67","42.53","71.05","100","44.61","9167","0"
"EV105823","Honda","Prologue","Hatchback","2024","Panasonic","NMC","55.92","AWD","58424.3","1.8","Private","BAT-10005823","470","92.63",,"29.59","90.5",,"0.0008","350.84","21.2","35.04","0.289",,"95.86","51.8","7.37","4","0.56","0.29","32.5","145.28","0.38","0.22","0","0","72.97","35.35","92.42","70.89","79.66","0.49","0.81","45.31","-23.92","-14.53","-37.07","81.96","1544.02","Coastal","1.4",,"94.32","24","0","79.06","0","2.12","32.94","1","1","2","57.01","16.46","100","82.58","56.08","10090","0"
"EV117689","Audi","e-tron GT","Crossover","2024",,"LFP","68.71","FWD","159617.1","2.16","Private","BAT-10017689","1298","88.26","56.92","32.64",,"3.54","0.0241","364.62","20.47","32.69","0.4","97.66",,"60.64","11.74","9","0.38","0.54","43.47","156.55","0.88","0.76","1","2","78.98","87.06","19.41","72.27","66.71","0.64","0.18","83.6","24.02","30.3","17.72","82.19","403.56","Coastal","70.44","360.5","96.36","21","1","80.57","3.05","37.27","8.67","0","0","0","33.48","43.31","98.58","82.8","32.89","9448","0"
"EV103372","Renault","Megane E-Tech","Sedan","2015","Envision AESC","NMC","77.17","AWD","267364.9","11.05","Fleet","BAT-10003372","2113","83.38",,"36.65","81.97","3.496","0.0034","311.14","35.94","48.51","0.347","96.52","95.66","64.34","16.62","16","0.22","0.54","31.66","138.21","0.35","0.89",,"1","111.95","9.46","58.96","72.77","48.11","0.36","0.95","6.65","30.44","35.83","23.46","33.7","767.96","Mountainous","72.89","1336.9","91.61","29","2","39.63","19.26","9.45","18.07","0","0","1","48.74","96.32","76.27","93.92","37.04","5841","0"
"EV117148","Ford","Mustang Mach-E","Crossover","2019","BYD Battery","NMC","103.43","RWD","205096","6.61","Private","BAT-10017148","1477","82.76","32.7","16.78","81.39","3.568","0.0031","338.96","39.87","61.38","0.46","96.38","96.29","85.6","17.24","21","0.74","0.25","43.23","141.43","0.74","0.56","0","1","30.29","140.83","40.06","4.94","1.77","0.27","0.12","116.67","47.68","63.49","35.42","16.45","159.13","Mountainous","8.4","643.3",,"19","0","66.28","56.03","5.15",,"0",,"2","43.01","65.18","41.76","79.62","36.46","7689","0"
"EV110974","Ford","F-150 Lightning","Hatchback","2016","Envision AESC","LMO","111.49","AWD","148209.8","9.84","Private","BAT-10010974",,"78.86","60.17","23.21","78.9","3.515","0.0108","316.35","1.32","20.54","0.493","96.56",,"87.92","21.14",,"0.31","0.57","45.51","208.82","0.93","0.28","0","1","34.08","86.21",,"72.35","96.67","0.74","0.88","108.55","-21.97","-4.2","-32.61","17.45",,"Coastal","66.36","1284.7","92.17",,"0","51.32",,"17.49","32.94","1","1","1","54.1","78.93","93.54","95.72","51.49","7059","0"
"EV119393","Audi","Q4 e-tron","Truck","2021","Northvolt","LMO","46.95","FWD","113359.9","5.34","Private","BAT-10019393","845","90.95","33.24","51.95","92.92","3.55","0.0102","330.15","30.58","37.74","0.332","96.33","97.89","42.7","9.05","41","0.42","0.55","34.67","105.88","0.03","0.49","1","0","98.18","20.56","57.84","8.22","39.35","0.29","0.48","21.39","0.42","16.66","-15.58","10.91",,"Hilly","68.23","90.4","96.08","1","2","77.94","7.34","17.76","32.94","1","0","0","58.89","46.45","89.06","89.19","26.02","8501","0"
"EV116476","Kia","EV9","Truck","2019","Panasonic","NCA","48.11","RWD","125364.7","7.03","Private","BAT-10016476","931","82.7","69.46","45.74","82.89","3.567","0.0071",,"22.22",,"0.408","95.67","94.72","39.79","17.3","12",,"0.52","79.84","31.85","0.83","0.94","0","1","63.57","87.52","84.97","54.24","10.38","0.62","0.45","141.23","10.86","30.25","1.77","64.3","724.25","Mountainous","21.91","1062.9","85.67","1","0","52.66","10.83","12.37","19.27","2","1","1","51.92","55.83","86.13","88.1","67.69","8133","0"
"EV107438","Rivian","R1S","Van","2019","Envision AESC","NCA",,"RWD","182698.7","7.07","Private","BAT-10007438","1319","74.65","10.52","57.48","76.31","3.431","0.0013","281.34","35","55.52","0.495","96.28","93.36","40.02","25.35","35","0.77","0.16","42.28","90.41","0.34","0.23","2","1","80.4","40.77","60.44","57.17","71.77","0.74",,"39.65","31.86","46.51","11.88","57.29","1405.24",,"26.91","545.2","86.47","11","0","87","43.93","4.12","23.66",,"2","0","59.39","70.57","57.3","61.48","41.87","7404","0"
"EV102248",,"Macan Electric","SUV","2018","SK On","NMC","50.47","FWD","268001.1","7.82","Private","BAT-10002248","2021","83.91","7.4",,"84.43","3.536","0.0087","300.56","31.95","45.66","0.312","96.11","96","42.35","16.09","19","0.44","0.4","28.91","161.82","0.7","0.98","0","0",,"101.16","56.05","6.72","75.12","0.39","0.37","104.92","-19.86","-6.54","-38.37","96.31","1022.24","Flat","22.15","691.4","91.85","27","0","72.36","11.37","14.95","32.94","1","1","0","54.39","75.92","89.12","99.92","33.66","6977","0"
"EV101130","GM","Cadillac Lyriq","Van","2020","Guoxuan","LFP","105.25","RWD","201452.4","5.71","Fleet","BAT-10001130","1717","85.51","3.12",,"87.72","3.708","0.0303","307.76","29.92","37.71","0.423","96.46","95.58","90",,"35","0.2","0.75","22.96","270.43","0.73","0.1","1",,"85.94","22.27","26.22","93.68","96.37","0.87","0.8","31.33","32.81","52.01","19.28","96.66","480.15","Hilly","52.33","41.6","78.07",,"0","92.42","13.67","39.84","4.9","0","3","1","35.13","60.12","82.53","82.25","23.98","8112","0"
"EV104411","Lucid",,"Hatchback","2023","Panasonic","LFP","88.77","RWD","103288.6","3.51","Private","BAT-10004411","978","93.05","24.03","61.19","93.93","3.767","0.0014","316.43","17.36","33.5","0.144","96.59","95.87","82.6","6.95",,"0.63","0.2","19.65","357.91","0.16","0.15","2","0","51.67","21.65","86.95","24.5","48.19","0.02","0.24","26.04","-18.87","1.06","-36.76","35.78","807.12","Mountainous","43.88","722","96.56","21","1","65.65",,"7.73","32.94","0","3","2","60.3","40.89","94.89","71.33","41.77","9336","0"
"EV108768","Volkswagen","ID.3","Van","2019","Northvolt","NMC","62.88","AWD","229411.1","6.95","Fleet","BAT-10008768","1589","71.04","55.88","50.21","71.43","3.733","0.0027","324.77","49.7","69.01","0.689","94.65","93.63","44.67","28.96","14","0.41","0.56","38.67",,"0.01","0.29",,,"42.82","30.79","35.94","64.46","22.11","0.91","0.15","22.66","37.31","55.11","25.63","59.89","1205.05","Hilly","69.16","695","76.8","22","0","72.12","73.5","7.24","31.7","1",,"0","57.33","75.37","25.88","81.18","33.41","6481","0"
"EV104239","Mercedes-Benz","EQE","SUV","2022","LG Energy Solution","LFP","122.52","FWD","88674.3","3.46","Private","BAT-10004239","790","88.32","79.06","36.27","88.96","3.734","0.0222","265.11","18.26","38.68","0.355",,"97.37","108.21","11.68","14","0.61","0.17","43.89",,"0.35","0","2","2","72.99","79.16","5.18","39.95","89.87","0.76","0.73","71.86","27.01","33.66","12.73","78.98","2259.15","Mountainous","79.32","248.6","90.96","14","1","82.89","10.76","34.77","11.67","1","2","2","45.35","37.35","90.03","64.67","12.61","9822","0"
"EV103625","Volvo","EX30","Truck","2018","Envision AESC","LFP","57.9",,"108307.8","7.95","Private","BAT-10003625","1041","77.42","68.41","30.8","78.81","3.601","0.003","302.48","22.4","42.88","0.584","96.58","94.38","44.83","22.58","22","0.27","0.71","11.2","320.79","0.53","0.21","2","1","67.13","95.42","51.53","17.16","97.19","0.84",,"142.31","11.19","22.22","-8.17","48.32","2508.28","Coastal","97.22","586.9","86.06","16","2","73.17","23.59","8.3","31.69","1","0","0","52.87","66.18","75.85","94.3","36.1","7984","0"
"EV109510","Mahindra","XUV400","Truck","2023","Envision AESC",,"54.86","RWD","115651.4","3.3","Private","BAT-10009510","957","86.96","40.29","35.83","88.31","3.807","0.0043","354.05","13.98","25.62","0.437","96.26","94.92","47.71","13.04","8","0.51","0.44","36.8","152.05",,"1","1","1","41.72","22.13","24.32","39.56","5.9","0.16","0.63","15.3","13.79","32.03","6.31","10","892.99","Mountainous","87.82","1138","88.57","28","0","48.89","12.48","6.96","11.83","0","2","1","40.08","49.2","93.64","82.02","31.58","8410","0"
"EV116831","Nissan","Leaf","Crossover","2019","Northvolt","NMC","76.35","RWD","153926.4","7.78","Fleet","BAT-10016831","1274","88.12","64.78","57.38","89.02","3.38","0.013","341.38",,"43.54","0.197","96.75","96.44","67.28","11.88","35","0.72","0.07","89.5","70.34","0.57","0.21",,"0","31.55","87.53","32.65","95.54","24.68","0.87","0.15","139.37","1.29",,"-13.62","29.09","778.39","Desert","93.73","945.1","97.45","18","1","56.78","9.7","22.85","32.94","0","0","0","56.57","63.87","91.31","88.22","60.72","8475","0"
"EV110888","Volvo","EX30","Truck","2022","Envision AESC","NMC","29.02","FWD","277053.1","3.53","Fleet","BAT-10010888","1632","88.68","9.75",,"88.68","3.652","0.0183","281.2","31.31","52.94","0.283","97.62","94.71","25.73","11.32","14","0.47","0.45","61.18","42.69","0.49","0.04","2","1","61.22",,"86.82","91.31","62.9","0.67","0.83","117.15","27.8","33.04","15.16","85.07","243.42",,"60.94","495.8","91.33","20","0","74.87","30.94","25.04","25.14","0","0","1","51.82","49.57","68.21","73.18","61.14","8781","0"
"EV116101","Honda","e:N1","SUV","2021","Envision AESC",,"63.86","FWD","77842.5","4.89","Private","BAT-10016101","705","96.44","98.23","62.97","95.29","3.663","0.0206","351.65","31.52","50.18","0.291","97.09","97.91","61.59","3.56","17","0.59","0.21","23.74","165.49","0.23","0.26","2","0","97.9","26.79","71.82","57.35","10.2","0.1","0.18","10.06","13.34","22.12","-6.48","48.44","1115.23","Coastal","7.49","206","92.68","26","3","87.74","22.89","35.02","32.94","2","2","1","49.54","41.4",,"77.3","43.73","10499","0"
"EV108408","Mercedes-Benz","EQA","Van","2015","Northvolt","LFP","59.09","RWD","176426.6","11.01","Private","BAT-10008408","1158","75.74","66.74","62.93","76.69","3.44","0.0048","261.44","32.77","52.93","0.514","95.09","94.61","44.75","24.26","7","0.47","0.43","33.72","87.07",,"0.9","2",,"77.09","5.64","0.94","69.22","11.99","0.28","0.44","4.41","16.66","25.9","9.01","42.88","358.39","Hilly",,"1292.1","92.5","23","1","40.9","31.06","10.68","32.94","1","1","2","59.31","85.86","68.66","85.15","29.49","5929","0"
"EV114277","Lucid","Air","Crossover","2023","Northvolt","LFP","39.71","RWD","104083","2.94","Fleet","BAT-10014277","758","95.14","65.26","42.45","96.65","3.372","0.0285","293.36","40.4","61.57","0.238","98.14","97.86","37.78","4.86","24","0.41","0.55","82.57",,"0.87","0.71","1","1","107.4","59.05","52.99","21.36",,"0.29","0.83","17.3","24.23","36.87","11.86","19.28","688.27","Desert","19.31","182",,"0","1","85.01","49.42","41.72","32.94","0","0","1","50.83","32.25","51.42","84.17","27.22","9856","0"
"EV100553","GM","Chevrolet Bolt",,"2019","Panasonic","LFP","81.8","AWD","112892.4","6.9","Private","BAT-10000553","908","74.51","69.74","50.25","73.33","3.201",,"246.48","32.13","43.1","0.619","95","93.8","60.95","25.49","36","0.14","0.71","33.69","118.45","0.65","0.99","1","0","86.38","92.83","86.58","27.11","75.65","0.23","0.68","79.11","15.69","30.55","7.78","39.15","2504.2","Desert","63.64","496.1","85.56","9","1","66.11","5.77","21.44","27.41","2","0","0","46.93","59.81","92.69","94.82","41.68","8201","0"
"EV109831","BMW","i4","Hatchback","2023","BYD Battery","NMC","53.38","RWD","70898.5","2.77","Private","BAT-10009831","530","89.02","60.6","45.75","89.73","3.38","0.0015","239.98","32.13","53.39","0.327","96.93","96.17","47.52","10.98","28","0.48","0.38","40.85","70.2","0.51","0","1","1","98.58","78.91","6.15","56.6","43.81","0.48","0.81","105.36","11.48","27.69","-7.62","51.28","2527.09","Hilly","31.5","637.9","94.88","13","0","73.21","38.7","3.65","32.94","2","1","1","53.45",,"59.9","70.65","40.67",,"0"
"EV104267","MG","ZS EV","Sedan","2020","BYD Battery","LMO","57.96","FWD","142335.2","6.15","Fleet","BAT-10004267","959","82.84","70.7",,"82.83","3.466","0.0052","263.42",,"25.9","0.507","95.85","94.57","48.01","17.16","31","0.66",,"36.32","77.99","0.81","0.69","0","2","92.3","131.51","49.95","71.77","61.76","0.45","0.38","98.36","41.52","47.24","35.94","56.5",,"Flat","26.16","1321.5","83.84","4","2","41.29",,"14.69","0","0","0","2","44.44","48.26","86.01","85.29","44.93","8044","0"
"EV103301","Volkswagen","ID.4","Truck","2019","Guoxuan","NMC","104.07","FWD","272810.7","7.21","Private","BAT-10003301","1815","77.98","62.82","33.87","78.76","3.591","0.0062","265.73","32.86","54.21","0.573","95.37","95.5","81.15","22.02","32","0.17","0.76","19.44","441.35","0.65","0.28","1","1","27.77","20.73","22.18","35.92","10.95","0.97","0.75","17.83","-8.96","0.79","-27.99","60.91","2541.61","Desert",,"609.5","91.46","30","5","50.17","34.31","19.08","32.94","3","0","0","55.27","72.8","68.33","87.89","29.87","6780","1"
"EV115810","Kia","EV9",,"2024","BYD Battery","NMC","118.42","FWD",,"2.01","Private","BAT-10015810","1570","93.07","49.65","54.98","91.83","3.548",,"361.9","39.76","53.03","0.23","97.97","96.9","110.21","6.93","18","0.49","0.27","134.52","62.61","0.34","0.39","1","0","61.7","113.97","52.43","21.87","6.27","0.41","0.9","138.73","-6.19","3.24","-22.84","64.54","211.51","Coastal","14.67","1432.5","88.66","21","1","43.84","36.93","23.18","32.94","1","3","0","44.88","44.74","66.1","83.08","45.41","8325","0"
"EV116208","GM","Cadillac Lyriq","Sedan","2017","Panasonic","LFP","147.04","RWD","283384.5","8.88","Private","BAT-10016208","2868","65.99","25.81","45.2","66.02","3.514","0.0022","267.06","24.9","35.72","0.632","94.44","94.49","97.03","34.01","40","0.43","0.37","10.45","600","0.85","0.31","0","0","63.46","51.54","22.25","34.86","42.29","0.08","0.34","49.97","34.71","50.03","20.37","65.01","2613.39","Mountainous","87.17","239.8","84.53","24","0","90.47","10.11","4.14","1.01","1","2","1","36.46","100","92.75","92.27","36.62","5415","0"
"EV106306","Audi","e-tron GT","Hatchback",,"SK On","LMO","42.79","AWD","221313.2","10.09","Private","BAT-10006306","1471","87.27","10.18","38.72",,"3.384","0.0028","304.56","14.38","32.34","0.504","96.55","95.95","37.34","12.73","24","0.04","0.84","33.91","68.06","0.36","0.01","0","0","44.34","83.61","98","45.52","39.61","0.81","0.84","51.24","18.92","37.71","10.03","54.87","1773.43","Hilly","7.75","96.6","85.87","23","2",,"3.74","8.77","13.42","0","1","0","25.59","72.98","89.01","100","45.98","8462","0"
"EV116960","BYD","Dolphin",,"2019","Guoxuan","LMO","126.81","FWD","164998","7.48","Private","BAT-10016960","1335","77.06","70.66","42.93","78.61","3.639","0.0167","345.7","32.77","37.96","0.539","95.35","93.98","97.72","22.94","5","0.65","0.13","55.81","176.94","0.66","0.37",,,"80.81","80.28","94.04","6.29","48.8","0.49","0.97","74.98","42.03","47.8","23.28","53.74","613.87","Flat","7.92","518.4","84.54","4","0","89.67","9.84","21.85","0","1","2","3","48.9","68.69","91.15","75.84","46.25","7343","0"
"EV116232","Kia","EV9","Van","2018","Envision AESC","LMO","68.05","RWD","143800.5","7.87","Private","BAT-10016232","1302","81.09","32.58","75.47","80.35","3.596","0.0129","262.51","31.5","46.63","0.548","96.98","96.2","55.18",,"9","0.72","0.22","60.63","111.2","0.91","0.62","1","0","82.35","60.37","23.69","78.47","68.53","0.22","0.56","36.63","9.34","25.14","-5.67",,"200.85","Flat","63.37","637.7",,"7","1","72.15","26.99","18.97","32.94","2","1",,"61.94","65.02","71.58","87.3","29.96",,"0"
"EV109283",,"Prologue","Hatchback",,"SK On","NMC","147.02","AWD","141024.1","2.15","Private","BAT-10009283",,"97.2","58.87","72.11","96.44","3.442","0.022","313.22","31.54","44.12","0.092",,"97.26","142.9","2.8","1","0.18","0.75","16.21","600","0.29","0.34","0","2","87.52","31.36","9.12","38.05","81.32","0.07","0.06","22.69","45.37","64.52","25.78","86.92","2154.22","Coastal","36","1287.6","71.35","22","2","39.63","17.14","34.53","0","3","1","0","34.97","24.61","83.51","86.72","13.21","11164","0"
"EV105234","Mercedes-Benz","EQA","SUV","2015","Panasonic","NMC","110.61","AWD","154324.7","10.67","Fleet","BAT-10005234","1405","68.08","50.45","64.39","68.23","3.538","0.0116","343.19","22.01","29.04","0.65","95","93.06","75.3","31.92","24","0.44","0.34","35.47","283.35","0.75","0.69","0","0","43.63","85.75","26.09","66.92","82.72","0.34","0.53","37.27","4.9","20.58","-1.92","70.62","1150.29","Flat","71.19","666.2","92.21","3","2",,"0.41","20","24.14","1","1","2","62.2","84.56","99.65","92.1","29.26","4975","0"
"EV103678","Porsche","Macan Electric","Crossover","2018","BYD Battery","LFP","60.98","AWD","218928.7","7.64","Fleet","BAT-10003678",,"77.01","37.55","42.99","78.36","3.765","0.0389","327.56","48.94","64.71","0.414","95.7","93.79","46.96","22.99","21","0.4","0.36",,"356.94","0.7","0.12","1","0","14.05","48.47","36.26","75.81","63.17","0.1","0.55","42.22","34.27","50.52","29.36","63.3","788.8","Mountainous","87.6","206.2","86.56","22","0",,"59.11","51.7","30.44","1","3","1","53.63","78.45","39.57","83.09","39.85","6474","1"
"EV117183","Tesla","Model 3","Sedan","2023","SK On","LTO","113.01","FWD","118382.3","3.09","Fleet","BAT-10017183","1193","84.45","16.18","39.79","84.51","3.565","0.0067","370.76","11.27","28.54","0.405","96.04","95.99","95.44","15.55","33","0.25","0.55","29.94","258.11",,"0.72","0","0","108.34","89.51","45.98","77.24","97.26","0.4","0.23","67.68","-4.78",,"-12.27","9.68","1387.09","Hilly","93.5","150.5","95.11","1","1","96.61","0.65","13.79","32.94","3","1","0","52.08",,"98.58","97.6","40.76","7432","0"
"EV114300","BMW","iX","Truck","2018","LG Energy Solution","LFP","31.71","AWD","96965.3","7.57","Private","BAT-10014300","944","81.74","40.86","80.29","82.57","3.401","0.0014","309.49","25.25","30.77","0.414","96.24","94.42","25.92","18.26","24","0.18","0.66","29.78",,,"0.52","3","1","83.62","125.69","33.95",,"27.99","0.75","0.75","87.14","-24.53","-13.44","-40.58",,"1364.88","Desert","29.73","1148.1","87","3","2","58.25","4.02","9.29","32.94","1","1","4","59.42","64.93",,"85.17","35.86","8549","0"
"EV119149","Lucid","Air","SUV","2021","BYD Battery","NMC","126.25","RWD","160013","4.84","Fleet","BAT-10019149","1135","88.83","79.81","72.19","89.22","3.507","0.0118","291.08","26.09","46.48","0.339","95.9","95.41","112.15","11.17","20","0.45","0.35","75.48","116.24","0.39","0.67","0","0","94.95","21.95","77.78","35.57","0.8","0.08","0.54","19.22","43.41","53.98",,"45.24","913.96","Flat","5.02","344.9","77.02","1","0","95.77","33.12","16.9","3.07","0","3","1","34.78","46.98","67.56",,"46.74","9812","0"
"EV104995","Tata","Tiago EV","Van","2023","SK On","LTO","101.54","AWD","71458.5","3.24","Fleet","BAT-10004995","647","92","8.71","84.43","92.03","3.719","0.0146","323.55","21.37","40.57","0.191","96.99","95.39","93.42","8","32","0.35","0.55","65.95","82.59","0.78","0.14","0","0","30.18","31.19","21.3","13.01","24.82","0.22","0.02","32","9.28","22.89","5.83","30.18","1903.2","Flat","43.29","270.9","91.19","25","1","81.01","3.72","24.94","31.29","0","1","0","47.44","32.44","97.11","94.32","24.5","10050","0"
"EV106560","Mercedes-Benz","EQA","Crossover","2018","Envision AESC","NMC","35.8","AWD","275630.1","7.82",,"BAT-10006560","1950","85.09","91.54","56.19","84.82","3.596","0.002","327.24","26.78","41.43","0.464","96.75","95.43","30.46","14.91","10","0.36","0.53","82.26","27.31","0.1","0.46","3","0","27.35","129.28",,"53.99","56.33","0.85","0.26","93.21","14.51","27.74","6.88","57.45","2043.43","Desert","32.28","1200.1","91.42","19","2","43.22","8.43","8.9",,"0","2","0","48.52","79.49","94.65","83.98","55.58","7929","0"
"EV105668","Porsche","Taycan","Sedan","2015","Panasonic","NMC","83.51","FWD","228835.2","10.73","Private","BAT-10005668","2186","58.83","47","25.69","59.91","3.698","0.0051","314.33","39.19","52.95","0.823","93.83","92.93","49.13","41.17",,"0.3","0.46","12.3","600","0.37","0.62","0","0","113.64","71.23",,"16","98.45","0.72","0.11","65.87","-5.92","8.53","-9.69","96.15","1938.56","Desert","72.14","454.9","85.69","27","1","80.92","38.58","11.55","32.94",,"2","0","56.14","100","64.96","95.16","27.6","3555","0"
"EV115592","Ford","F-150 Lightning","SUV","2020","SK On","NMC","99.79","FWD","253921.5","6.74","Private","BAT-10015592","1468","73.52","52.66","19.06","71.83","3.613","0.0001","339.62","21.31","34.3","0.492","95.26","95.26","73.37","26.48","39","0.5","0.27","12.41","600","0.33","0.22","3","0","114.21","25.21","64.38","84.93","22.48",,"0.92","10.43","43.29","52.28","27.12","70.83","1795.04","Coastal","98.13","63.5","76.78","9","0","99.23","14.6","2.61","0","2","2","0","32.51","72.35","84.15","75.8","39.69","7307","0"
"EV113284","Volkswagen","ID.3","Van","2022","CATL","NMC","65.47","FWD","135016.6","3.89","Private","BAT-10013284","1377","80.85","94.62","81","81.42","3.549","0.0015","322.96","27.63","38.53","0.452","95.53","95.22","52.93","19.15","35","0.12","0.69","55.79","59.77","0.93","0.31","2","0","92.56",,"9.6","53.15","60.81","0.6",,"161.55","46.85","59.54","31.16","41.98","31.35","Desert","40.87","706","67.41","5","2","67.45","17.07","6.48","0","2","0","2","34.21","55.24","83.46","82.12","34.9","7655","0"
"EV117842","MG","ZS EV","Crossover","2019","Guoxuan","NMC","118.52",,"112086.6","7.03","Private","BAT-10017842","1014","79.18","55.91","30.56","76.26","3.34","0.0191","313.96","45.63","58.5","0.567",,"93.97","93.84","20.82","31","0.08","0.75","27.95","345.32","0.17","0.99","2","0","103.89","91.55","62.48","95.42","55.24","0.82","0.45","205.3","-20.19","-12.78","-32.25","98.53","794","Mountainous","23.49","1194.9","94.25","18",,"47.26","36.97","29.13","32.94","1","0","0","49.89","51.75","62.84","100","75.03","8226","0"
"EV100687","Rivian","R1S","Hatchback","2016","CATL","LMO","89.19","AWD","205171.2","10.11","Private","BAT-10000687","2482","86.15","40.65","60.89","84.83","3.656","0.0139","332.7","31.79","49.44","0.413","97.48","96.37","76.84","13.85","28","0.3","0.58","58.29","94.99","0.79","0.55","0","1","13.03","64.16","52.13","93.22","12.71","0.25","0.03","41.81","14.75","28.18","4.8","94.25","2166.82","Coastal","99.05","1406.7","95.29","29","1",,"28.3","23.88","32.94","1","1","0","61.16","93.37","68.83","89.72","57.98","6723","0"
"EV115384","Renault","Megane E-Tech","Sedan","2018","Northvolt","NMC","41.42","FWD","168002.4","7.75","Private","BAT-10015384",,"75.92","68.89","39.48","76.6","3.85",,"354.2","32.4","50.09","0.552","96.22","94.67","31.45","24.08","7","0.09","0.89",,"100.07","0.82","0.92",,"0","21.53","7.02","37.09","0.77","78","0.63","0.89","12.55","-14.87","-9.41","-27.53","12.23","1092.19","Mountainous","48.18","515.4","95.12","11","0","78.05","21.79","5.21","32.94","1","2","1","44.74","62.9",,"100","11.04","6610","0"
